Position;Track Name;Artist;Streams;Date;Genre
60;Best Friend (feat. Doja Cat);Saweetie;1185283;26.01.21;['trap queen', 'pop', 'pop rap', 'cali rap', 'dance pop']
61;lovely (with Khalid);Billie Eilish;1164985;26.01.21;['pop', 'electropop']
62;Vida de Rico;Camilo;1158954;26.01.21;['reggaeton colombiano', 'colombian pop']
63;Take You Dancing;Jason Derulo;1154084;26.01.21;['dance pop', 'pop', 'post-teen pop', 'pop rap']
64;Breaking Me;Topic;1146355;26.01.21;['german dance', 'pop dance', 'tropical house', 'edm', 'dance pop', 'pop edm']
65;death bed (coffee for your head);Powfu;1145628;26.01.21;['sad rap']
66;Golden;Harry Styles;1144103;26.01.21;['pop', 'post-teen pop']
67;La Tóxica;Farruko;1141990;26.01.21;['reggaeton', 'latin', 'latin hip hop', 'trap latino']
68;Life Goes On;BTS;1135520;26.01.21;['k-pop boy group', 'k-pop']
69;Train Wreck;James Arthur;1131576;26.01.21;['pop', 'uk pop', 'talent show', 'post-teen pop']
70;Circles;Post Malone;1128897;26.01.21;['dfw rap', 'melodic rap', 'rap']
71;Goosebumps - Remix;Travis Scott;1125090;26.01.21;['slap house', 'rap']
72;Lucid Dreams;Juice WRLD;1122803;26.01.21;['melodic rap', 'chicago rap']
73;Savage Love (Laxed - Siren Beat);Jawsh 685;1118461;26.01.21;['nz pop']
74;Bad Boy (with Young Thug);Juice WRLD;1107395;26.01.21;['melodic rap', 'chicago rap']
75;Put Your Records On;Ritt Momney;1095136;26.01.21;['bedroom pop']
76;SO DONE;The Kid LAROI;1094982;26.01.21;['australian hip hop']
77;34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix;Ariana Grande;1088379;26.01.21;['pop', 'post-teen pop', 'dance pop']
78;At My Worst;Pink Sweat$;1083405;26.01.21;['bedroom soul', 'pop']
79;Wishing Well;Juice WRLD;1080774;26.01.21;['melodic rap', 'chicago rap']
80;Sunflower - Spider-Man: Into the Spider-Verse;Post Malone;1077565;26.01.21;['dfw rap', 'melodic rap', 'rap']
81;UN DIA (ONE DAY) (Feat. Tainy);J Balvin;1073369;26.01.21;['reggaeton colombiano', 'reggaeton', 'trap latino', 'latin']
82;Una Locura;Ozuna;1067526;26.01.21;['puerto rican pop', 'trap latino', 'reggaeton', 'latin']
83;The Box;Roddy Ricch;1064143;26.01.21;['melodic rap', 'rap', 'trap']
84;goosebumps;Travis Scott;1058562;26.01.21;['slap house', 'rap']
85;All We Got (feat. KIDDO);Robin Schulz;1057870;26.01.21;['german dance', 'tropical house', 'deep euro house', 'pop dance', 'deep house', 'edm', 'pop', 'dance pop']
86;Mi Niña;Wisin;1052538;26.01.21;['latin', 'reggaeton', 'latin hip hop', 'trap latino']
87;Adore You;Harry Styles;1050646;26.01.21;['pop', 'post-teen pop']
88;Wonder;Shawn Mendes;1047629;26.01.21;['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']
89;Hello (feat. A Boogie Wit da Hoodie);Pop Smoke;1020797;26.01.21;['brooklyn drill']
90;Blueberry Faygo;Lil Mosey;1010599;26.01.21;['melodic rap', 'rap conscient', 'vapor trap', 'trap', 'rap']
91;Señorita;Shawn Mendes;1008783;26.01.21;['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']
92;Memories;Maroon 5;1006329;26.01.21;['pop', 'pop rock']
93;Polvo;Nicky Jam;1005824;26.01.21;['latin', 'reggaeton', 'latin hip hop', 'trap latino']
94;my ex's best friend (with blackbear);Machine Gun Kelly;995181;26.01.21;['ohio hip hop', 'pop rap']
95;Head Shoulders Knees & Toes (feat. Norma Jean Martine);Ofenbach;990584;26.01.21;['tropical house', 'pop dance', 'new french touch', 'edm']
96;Astronaut In The Ocean;Masked Wolf;987166;26.01.21;['australian hip hop']
97;Jocelyn Flores;XXXTENTACION;981189;26.01.21;['miami hip hop', 'emo rap']
98;Robbery;Juice WRLD;972091;26.01.21;['melodic rap', 'chicago rap']
99;Daddy Issues;The Neighbourhood;971321;26.01.21;['shimmer pop', 'modern rock', 'pop', 'modern alternative rock']
100;Why'd You Only Call Me When You're High?;Arctic Monkeys;959313;26.01.21;['sheffield indie', 'garage rock', 'permanent wave', 'modern rock', 'rock']
101;Body;Megan Thee Stallion;955065;26.01.21;['trap queen', 'houston rap', 'pop rap', 'pop']
102;Parce (feat. Justin Quiles);Maluma;950667;26.01.21;['reggaeton colombiano', 'reggaeton', 'latin']
103;Nathy Peluso: Bzrp Music Sessions, Vol. 36;Bizarrap;950165;26.01.21;['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino']
104;Say You Won't Let Go;James Arthur;949733;26.01.21;['pop', 'uk pop', 'talent show', 'post-teen pop']
105;bad guy;Billie Eilish;949131;26.01.21;['pop', 'electropop']
106;Jeans;Justin Quiles;944087;26.01.21;['trap latino', 'reggaeton', 'latin']
107;Believer;Imagine Dragons;943634;26.01.21;['modern rock', 'pop', 'rock']
108;Ohne Dich;KASIMIR1441;940747;26.01.21;['tekk', 'german alternative rap', 'german trap', 'german hip hop']
109;Falling;Trevor Daniel;930260;26.01.21;['melodic rap', 'pop rap', 'alternative r&b']
110;Come & Go (with Marshmello);Juice WRLD;928884;26.01.21;['melodic rap', 'chicago rap']
111;Shallow;Lady Gaga;926971;26.01.21;['pop', 'post-teen pop', 'dance pop']
112;Dreams - 2004 Remaster;Fleetwood Mac;922752;26.01.21;['yacht rock', 'classic rock', 'mellow gold', 'soft rock', 'album rock', 'rock']
113;All Girls Are The Same;Juice WRLD;922513;26.01.21;['melodic rap', 'chicago rap']
114;Se Te Nota (with Guaynaa);Lele Pons;918996;26.01.21;['viral pop', 'latin pop']
115;HIGHEST IN THE ROOM;Travis Scott;913883;26.01.21;['slap house', 'rap']
116;Life Is Good (feat. Drake);Future;913834;26.01.21;['rap', 'atl hip hop', 'trap', 'pop rap', 'southern hip hop']
117;Stuck with U (with Justin Bieber);Ariana Grande;906987;26.01.21;['pop', 'post-teen pop', 'dance pop']
118;La Curiosidad;Jay Wheeler;904998;26.01.21;['trap latino', 'reggaeton', 'latin']
119;If the World Was Ending - feat. Julia Michaels;JP Saxe;893740;26.01.21;['indie cafe pop', 'pop', 'canadian contemporary r&b', 'alt z', 'post-teen pop']
120;Falling;Harry Styles;891037;26.01.21;['pop', 'post-teen pop']
121;Can You Feel My Heart;Bring Me The Horizon;884011;26.01.21;['uk metalcore', 'melodic metalcore', 'metalcore', 'rock']
122;Ay, DiOs Mío!;KAROL G;882448;26.01.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
123;Break My Heart;Dua Lipa;882253;26.01.21;['uk pop', 'pop', 'dance pop']
124;Vibez;ZAYN;881178;26.01.21;['pop', 'post-teen pop', 'uk pop', 'dance pop']
125;Dior;Pop Smoke;881119;26.01.21;['brooklyn drill']
126;Rain On Me (with Ariana Grande);Lady Gaga;872617;26.01.21;['pop', 'post-teen pop', 'dance pop']
127;No Te Enamores - Remix;Milly;870062;26.01.21;['trap latino', 'reggaeton flow', 'reggaeton']
128;Perfect;Ed Sheeran;867025;26.01.21;['uk pop', 'pop']
129;7 rings;Ariana Grande;862466;26.01.21;['pop', 'post-teen pop', 'dance pop']
130;Daisy;Ashnikko;859086;26.01.21;['escape room', 'alt z', 'electropop', 'pop']
131;Tusa;KAROL G;858346;26.01.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
132;Love Not War (The Tampa Beat);Jason Derulo;857941;26.01.21;['dance pop', 'pop', 'post-teen pop', 'pop rap']
133;Do I Wanna Know?;Arctic Monkeys;850370;26.01.21;['sheffield indie', 'garage rock', 'permanent wave', 'modern rock', 'rock']
134;SAD!;XXXTENTACION;850198;26.01.21;['miami hip hop', 'emo rap']
135;Despeinada;Ozuna;849583;26.01.21;['puerto rican pop', 'trap latino', 'reggaeton', 'latin']
136;Tattoo - Remix with Camilo;Rauw Alejandro;844040;26.01.21;['puerto rican pop', 'trap latino']
137;Sofia;Clairo;843919;26.01.21;['bedroom pop', 'indie pop', 'pop']
138;POPSTAR (feat. Drake);DJ Khaled;841627;26.01.21;['pop rap', 'rap', 'miami hip hop', 'southern hip hop', 'trap', 'hip hop']
139;Godzilla (feat. Juice WRLD);Eminem;835744;26.01.21;['detroit hip hop', 'rap', 'hip hop']
140;"All I Want - From ""High School Musical: The Musical: The Series""";Olivia Rodrigo;831509;26.01.21;['pop']
141;Maniac;Conan Gray;829433;26.01.21;['bedroom pop', 'pop', 'alt z', 'post-teen pop', 'indie pop', 'electropop']
142;Take Me To Church;Hozier;825550;26.01.21;['irish singer-songwriter', 'pop', 'modern rock']
143;Mood Swings (feat. Lil Tjay);Pop Smoke;820540;26.01.21;['brooklyn drill']
144;How You Like That;BLACKPINK;820290;26.01.21;['k-pop girl group', 'k-pop']
145;Hayloft;Mother Mother;819262;26.01.21;['vancouver indie', 'indie pop']
146;Ride It;Regard;813611;26.01.21;['slap house', 'pop dance', 'tropical house', 'edm', 'dance pop', 'pop edm']
147;In Your Eyes;The Weeknd;813161;26.01.21;['canadian pop', 'canadian contemporary r&b', 'pop']
148;Tyler Herro;Jack Harlow;808717;26.01.21;['kentucky hip hop', 'rap', 'deep underground hip hop', 'pop rap']
149;Lifestyle (feat. Adam Levine);Jason Derulo;806382;26.01.21;['dance pop', 'pop', 'post-teen pop', 'pop rap']
150;Hasta Abajo;Kevin Roldan;805947;26.01.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'reggaeton flow', 'latin', 'latin hip hop']
151;Shape of You;Ed Sheeran;805861;26.01.21;['uk pop', 'pop']
152;pov;Ariana Grande;802481;26.01.21;['pop', 'post-teen pop', 'dance pop']
153;SICKO MODE;Travis Scott;801669;26.01.21;['slap house', 'rap']
154;everything i wanted;Billie Eilish;795565;26.01.21;['pop', 'electropop']
155;All of Me;John Legend;794511;26.01.21;['pop soul', 'neo soul', 'pop', 'r&b', 'urban contemporary']
156;Midnight Sky;Miley Cyrus;793626;26.01.21;['pop', 'post-teen pop', 'dance pop']
157;Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track;Jack Harlow;792116;26.01.21;['kentucky hip hop', 'rap', 'deep underground hip hop', 'pop rap']
158;Bohemian Rhapsody - Remastered 2011;Queen;790220;26.01.21;['glam rock', 'classic rock', 'rock']
159;Yellow;Coldplay;784011;26.01.21;['permanent wave', 'pop']
160;Hope;XXXTENTACION;780708;26.01.21;['miami hip hop', 'emo rap']
161;Star Shopping;Lil Peep;776347;26.01.21;['lgbtq+ hip hop', 'emo rap']
162;Ponte Pa' Mi;Justin Quiles;768733;26.01.21;['trap latino', 'reggaeton', 'latin']
163;Somebody’s Problem;Morgan Wallen;758573;26.01.21;['contemporary country']
164;ROXANNE;Arizona Zervas;754545;26.01.21;['rhode island rap', 'pop rap']
165;ily (i love you baby) (feat. Emilee);Surf Mesa;753431;26.01.21;['tropical house']
166;Someone To You;BANNERS;752395;26.01.21;['indie cafe pop', 'pop rock', 'modern rock', 'pop', 'indie poptimism']
167;Hawái - Remix;Maluma;749608;26.01.21;['reggaeton colombiano', 'reggaeton', 'latin']
168;Intentions (feat. Quavo);Justin Bieber;747700;26.01.21;['canadian pop', 'post-teen pop', 'pop']
169;hot girl bummer;blackbear;744054;26.01.21;['pop rap', 'pop', 'electropop', 'modern rock']
170;Los Dioses;Anuel AA;742254;26.01.21;['trap boricua', 'trap latino', 'reggaeton', 'reggaeton flow', 'latin']
171;Say So;Doja Cat;738463;26.01.21;['pop', 'dance pop']
172;Toosie Slide;Drake;736725;26.01.21;['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']
173;Everybody Dies In Their Nightmares;XXXTENTACION;735386;26.01.21;['miami hip hop', 'emo rap']
174;BOOKER T;Bad Bunny;733581;26.01.21;['trap latino', 'reggaeton', 'latin']
175;Smells Like Teen Spirit;Nirvana;730772;26.01.21;['grunge', 'permanent wave', 'alternative rock', 'rock']
176;Way Out (feat. Big Sean);Jack Harlow;730091;26.01.21;['kentucky hip hop', 'rap', 'deep underground hip hop', 'pop rap']
177;Mds;Kawe;729093;26.01.21;['funk ostentacao', 'brazilian hip hop']
178;Mi Cuarto;Jerry Di;728810;26.01.21;['pop venezolano', 'trap latino', 'cubaton', 'dominican pop', 'reggaeton', 'reggaeton flow']
179;Without Me;Halsey;727425;26.01.21;['pop', 'etherpop', 'post-teen pop', 'electropop', 'dance pop', 'indie poptimism']
180;Remember That Night?;Sara Kays;725551;26.01.21;['alt z', 'modern indie pop', 'social media pop', 'indie cafe pop', 'pop']
181;Moonlight;XXXTENTACION;723122;26.01.21;['miami hip hop', 'emo rap']
182;La Jeepeta - Remix;Nio Garcia;722827;26.01.21;['trap latino', 'reggaeton', 'latin']
183;when the party's over;Billie Eilish;722785;26.01.21;['pop', 'electropop']
184;Electric Love;BØRNS;720183;26.01.21;['modern rock', 'modern alternative rock', 'pop', 'electropop']
185;De Una Vez;Selena Gomez;717304;26.01.21;['pop', 'post-teen pop', 'dance pop']
186;I Don't Care (with Justin Bieber);Ed Sheeran;713531;26.01.21;['uk pop', 'pop']
187;Fly Away;Tones And I;712176;26.01.21;['australian pop', 'pop']
188;Wasted On You;Morgan Wallen;711753;26.01.21;['contemporary country']
189;Be Alright;Dean Lewis;710917;26.01.21;['indie cafe pop', 'pop', 'australian pop', 'pop rock', 'post-teen pop']
190;Si Me Tomo Una Cerveza;Migrantes;708305;26.01.21;['cumbia pop']
191;Dancing in My Room;347aidan;701579;26.01.21;['sad rap']
192;Diamonds;Sam Smith;700177;26.01.21;['pop', 'uk pop', 'post-teen pop', 'dance pop']
193;The Less I Know The Better;Tame Impala;691752;26.01.21;['australian psych', 'neo-psychedelic']
194;Thinking out Loud;Ed Sheeran;691116;26.01.21;['uk pop', 'pop']
195;Lovesick Girls;BLACKPINK;683483;26.01.21;['k-pop girl group', 'k-pop']
196;champagne problems;Taylor Swift;682438;26.01.21;['pop', 'post-teen pop']
197;Wake Me Up;Avicii;681901;26.01.21;['edm', 'pop dance', 'pop', 'dance pop']
198;rockstar (feat. 21 Savage);Post Malone;681628;26.01.21;['dfw rap', 'melodic rap', 'rap']
199;Photograph;Ed Sheeran;681272;26.01.21;['uk pop', 'pop']
200;Be Kind (with Halsey);Marshmello;681173;26.01.21;['brostep', 'pop', 'progressive electro house', 'pop dance', 'edm']
1;drivers license;Olivia Rodrigo;8805558;27.01.21;['pop']
2;DÁKITI;Bad Bunny;3948583;27.01.21;['trap latino', 'reggaeton', 'latin']
3;Blinding Lights;The Weeknd;3240589;27.01.21;['canadian pop', 'canadian contemporary r&b', 'pop']
4;Mood (feat. iann dior);24kGoldn;3070244;27.01.21;['cali rap']
5;Good Days;SZA;2990864;27.01.21;['pop', 'r&b', 'pop rap']
6;BICHOTA;KAROL G;2798381;27.01.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
7;positions;Ariana Grande;2788286;27.01.21;['pop', 'post-teen pop', 'dance pop']
8;Save Your Tears;The Weeknd;2768831;27.01.21;['canadian pop', 'canadian contemporary r&b', 'pop']
9;WITHOUT YOU;The Kid LAROI;2749016;27.01.21;['australian hip hop']
10;Bandido;Myke Towers;2672625;27.01.21;['trap latino']
11;Whoopty;CJ;2575647;27.01.21;['nyc rap']
12;Dynamite;BTS;2407953;27.01.21;['k-pop boy group', 'k-pop']
13;Lemonade (feat. Gunna, Don Toliver & NAV);Internet Money;2398444;27.01.21;['trap', 'rap', 'pop rap']
14;Anyone;Justin Bieber;2355661;27.01.21;['canadian pop', 'post-teen pop', 'pop']
15;Streets;Doja Cat;2337627;27.01.21;['pop', 'dance pop']
16;Levitating (feat. DaBaby);Dua Lipa;2326203;27.01.21;['uk pop', 'pop', 'dance pop']
17;34+35;Ariana Grande;2253899;27.01.21;['pop', 'post-teen pop', 'dance pop']
18;Hecha Pa' Mi;Boza;2252847;27.01.21;['reggaeton']
19;LA NOCHE DE ANOCHE;Bad Bunny;2233662;27.01.21;['trap latino', 'reggaeton', 'latin']
20;The Business;Tiësto;2156234;27.01.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
21;you broke me first;Tate McRae;2079523;27.01.21;['pop', 'alt z', 'post-teen pop', 'electropop', 'dance pop']
22;Therefore I Am;Billie Eilish;2035653;27.01.21;['pop', 'electropop']
23;What You Know Bout Love;Pop Smoke;1946425;27.01.21;['brooklyn drill']
24;Someone You Loved;Lewis Capaldi;1869127;27.01.21;['uk pop', 'pop']
25;Paradise (feat. Dermot Kennedy);MEDUZA;1839584;27.01.21;['pop house', 'pop dance', 'tropical house', 'edm', 'dance pop']
26;Lo Vas A Olvidar (with ROSALÍA);Billie Eilish;1839271;27.01.21;['pop', 'electropop']
27;Monster (Shawn Mendes & Justin Bieber);Shawn Mendes;1812944;27.01.21;['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']
28;Watermelon Sugar;Harry Styles;1766958;27.01.21;['pop', 'post-teen pop']
29;Prisoner (feat. Dua Lipa);Miley Cyrus;1724064;27.01.21;['pop', 'post-teen pop', 'dance pop']
30;Hawái;Maluma;1723877;27.01.21;['reggaeton colombiano', 'reggaeton', 'latin']
31;Head & Heart (feat. MNEK);Joel Corry;1707289;27.01.21;['uk dance', 'pop dance', 'tropical house', 'dance pop', 'edm']
32;Reloj;Rauw Alejandro;1666549;27.01.21;['puerto rican pop', 'trap latino']
33;WAP (feat. Megan Thee Stallion);Cardi B;1657311;27.01.21;['pop rap', 'pop', 'rap', 'dance pop']
34;Lonely (with benny blanco);Justin Bieber;1646027;27.01.21;['canadian pop', 'post-teen pop', 'pop']
35;Sweater Weather;The Neighbourhood;1567951;27.01.21;['shimmer pop', 'modern rock', 'pop', 'modern alternative rock']
36;ROCKSTAR (feat. Roddy Ricch);DaBaby;1565220;27.01.21;['north carolina hip hop', 'rap']
37;For The Night (feat. Lil Baby & DaBaby);Pop Smoke;1563246;27.01.21;['brooklyn drill']
38;willow;Taylor Swift;1550117;27.01.21;['pop', 'post-teen pop']
39;HOLIDAY;Lil Nas X;1545488;27.01.21;['lgbtq+ hip hop', 'pop rap']
40;Afterglow;Ed Sheeran;1533425;27.01.21;['uk pop', 'pop']
41;La Nota;Manuel Turizo;1529767;27.01.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'trap latino', 'latin']
42;Heather;Conan Gray;1522726;27.01.21;['bedroom pop', 'pop', 'alt z', 'post-teen pop', 'indie pop', 'electropop']
43;Roses - Imanbek Remix;SAINt JHN;1517964;27.01.21;['melodic rap', 'slap house', 'rap', 'pop rap']
44;Dance Monkey;Tones And I;1508280;27.01.21;['australian pop', 'pop']
45;Snowman;Sia;1480002;27.01.21;['pop', 'australian dance', 'australian pop', 'dance pop']
46;Don't Start Now;Dua Lipa;1431209;27.01.21;['uk pop', 'pop', 'dance pop']
47;Heat Waves;Glass Animals;1423730;27.01.21;['gauze pop', 'shiver pop', 'indietronica']
48;GIRL LIKE ME;Black Eyed Peas;1421161;27.01.21;['dance pop', 'pop rap', 'pop']
49;Before You Go;Lewis Capaldi;1407069;27.01.21;['uk pop', 'pop']
50;BEBÉ;Camilo;1363506;27.01.21;['reggaeton colombiano', 'colombian pop']
51;Ropa Cara;Camilo;1339039;27.01.21;['reggaeton colombiano', 'colombian pop']
52;Chica Ideal;Sebastian Yatra;1307602;27.01.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']
53;Antes;Anuel AA;1295394;27.01.21;['trap boricua', 'trap latino', 'reggaeton', 'reggaeton flow', 'latin']
54;Goosebumps;HVME;1289234;27.01.21;['slap house']
55;Holy (feat. Chance The Rapper);Justin Bieber;1284883;27.01.21;['canadian pop', 'post-teen pop', 'pop']
56;TE MUDASTE;Bad Bunny;1233400;27.01.21;['trap latino', 'reggaeton', 'latin']
57;Relación - Remix;Sech;1211309;27.01.21;['panamanian pop', 'trap latino', 'reggaeton', 'latin']
58;Best Friend (feat. Doja Cat);Saweetie;1204915;27.01.21;['trap queen', 'pop', 'pop rap', 'cali rap', 'dance pop']
59;Laugh Now Cry Later (feat. Lil Durk);Drake;1204047;27.01.21;['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']
60;lovely (with Khalid);Billie Eilish;1180737;27.01.21;['pop', 'electropop']
61;Breaking Me;Topic;1163380;27.01.21;['german dance', 'pop dance', 'tropical house', 'edm', 'dance pop', 'pop edm']
62;Vida de Rico;Camilo;1160306;27.01.21;['reggaeton colombiano', 'colombian pop']
63;death bed (coffee for your head);Powfu;1159200;27.01.21;['sad rap']
64;Take You Dancing;Jason Derulo;1155149;27.01.21;['dance pop', 'pop', 'post-teen pop', 'pop rap']
65;Skin;Sabrina Carpenter;1153963;27.01.21;['pop', 'post-teen pop', 'viral pop', 'alt z', 'dance pop', 'electropop']
66;La Tóxica;Farruko;1152730;27.01.21;['reggaeton', 'latin', 'latin hip hop', 'trap latino']
67;Golden;Harry Styles;1151548;27.01.21;['pop', 'post-teen pop']
68;Circles;Post Malone;1144830;27.01.21;['dfw rap', 'melodic rap', 'rap']
69;Lucid Dreams;Juice WRLD;1142697;27.01.21;['melodic rap', 'chicago rap']
70;Train Wreck;James Arthur;1139036;27.01.21;['pop', 'uk pop', 'talent show', 'post-teen pop']
71;Life Goes On;BTS;1133934;27.01.21;['k-pop boy group', 'k-pop']
72;Goosebumps - Remix;Travis Scott;1130310;27.01.21;['slap house', 'rap']
73;Savage Love (Laxed - Siren Beat);Jawsh 685;1125345;27.01.21;['nz pop']
74;At My Worst;Pink Sweat$;1109079;27.01.21;['bedroom soul', 'pop']
75;Put Your Records On;Ritt Momney;1097165;27.01.21;['bedroom pop']
76;Wishing Well;Juice WRLD;1096605;27.01.21;['melodic rap', 'chicago rap']
77;Bad Boy (with Young Thug);Juice WRLD;1091548;27.01.21;['melodic rap', 'chicago rap']
78;SO DONE;The Kid LAROI;1088962;27.01.21;['australian hip hop']
79;Sunflower - Spider-Man: Into the Spider-Verse;Post Malone;1088069;27.01.21;['dfw rap', 'melodic rap', 'rap']
